url,brand_asal,jenis_pola,label_sintetis
http://grab-verify.test,grab,brand_dengan_kata_mencurigakan,1
http://grab-update.test,grab,brand_dengan_kata_mencurigakan,1
http://grab-account.test,grab,brand_dengan_kata_mencurigakan,1
http://grabsecure.test,grab,typo_brand,1
http://grablogin.test,grab,typo_brand,1
http://ggrab.test,grab,typo_brand,1
http://grabb.test,grab,typo_brand,1
http://grab.login-update.test,grab,brand_sebagai_subdomain_palsu,1
http://amazon-login.test,amazon,brand_dengan_kata_mencurigakan,1
http://amazon-verify.test,amazon,brand_dengan_kata_mencurigakan,1
http://amazon-update.test,amazon,brand_dengan_kata_mencurigakan,1
http://amazon-account.test,amazon,brand_dengan_kata_mencurigakan,1
http://4m4zon.test,amazon,typo_brand,1
http://amazonsecure.test,amazon,typo_brand,1
http://amazonlogin.test,amazon,typo_brand,1
http://amazonn.test,amazon,typo_brand,1
http://amazon.login-update.test,amazon,brand_sebagai_subdomain_palsu,1
http://netflix-login.test,netflix,brand_dengan_kata_mencurigakan,1
http://netflix-verify.test,netflix,brand_dengan_kata_mencurigakan,1
http://netflix-update.test,netflix,brand_dengan_kata_mencurigakan,1
http://netflix-account.test,netflix,brand_dengan_kata_mencurigakan,1
http://nnetflix.test,netflix,typo_brand,1
http://netflixx.test,netflix,typo_brand,1
http://netflixlogin.test,netflix,typo_brand,1
http://netfl1x.test,netflix,typo_brand,1
http://netflix.login-update.test,netflix,brand_sebagai_subdomain_palsu,1
http://paypal-login.test,paypal,brand_dengan_kata_mencurigakan,1
http://paypal-verify.test,paypal,brand_dengan_kata_mencurigakan,1
http://paypal-update.test,paypal,brand_dengan_kata_mencurigakan,1
http://paypal-account.test,paypal,brand_dengan_kata_mencurigakan,1
http://paypall.test,paypal,typo_brand,1
http://paypalsecure.test,paypal,typo_brand,1
http://paypallogin.test,paypal,typo_brand,1
http://p4yp4l.test,paypal,typo_brand,1
http://paypal.login-update.test,paypal,brand_sebagai_subdomain_palsu,1
http://adobe-login.test,adobe,brand_dengan_kata_mencurigakan,1
http://adobe-verify.test,adobe,brand_dengan_kata_mencurigakan,1
http://adobe-update.test,adobe,brand_dengan_kata_mencurigakan,1
http://adobe-account.test,adobe,brand_dengan_kata_mencurigakan,1
http://aadobe.test,adobe,typo_brand,1
http://ad0be.test,adobe,typo_brand,1
http://adobee.test,adobe,typo_brand,1
http://adobesecure.test,adobe,typo_brand,1
http://adobe.login-update.test,adobe,brand_sebagai_subdomain_palsu,1
http://apple-login.test,apple,brand_dengan_kata_mencurigakan,1
http://apple-verify.test,apple,brand_dengan_kata_mencurigakan,1
http://apple-update.test,apple,brand_dengan_kata_mencurigakan,1
http://apple-account.test,apple,brand_dengan_kata_mencurigakan,1
http://applelogin.test,apple,typo_brand,1
http://applee.test,apple,typo_brand,1
http://4pple.test,apple,typo_brand,1
http://aapple.test,apple,typo_brand,1
http://apple.login-update.test,apple,brand_sebagai_subdomain_palsu,1
http://cloudflare-login.test,cloudflare,brand_dengan_kata_mencurigakan,1
http://cloudflare-verify.test,cloudflare,brand_dengan_kata_mencurigakan,1
http://cloudflare-update.test,cloudflare,brand_dengan_kata_mencurigakan,1
http://cloudflare-account.test,cloudflare,brand_dengan_kata_mencurigakan,1
http://cloudflaree.test,cloudflare,typo_brand,1
http://cloudflarelogin.test,cloudflare,typo_brand,1
http://cl0udflare.test,cloudflare,typo_brand,1
http://cloudfl4re.test,cloudflare,typo_brand,1
http://cloudflare.login-update.test,cloudflare,brand_sebagai_subdomain_palsu,1
http://github-login.test,github,brand_dengan_kata_mencurigakan,1
http://github-verify.test,github,brand_dengan_kata_mencurigakan,1
http://github-update.test,github,brand_dengan_kata_mencurigakan,1
http://github-account.test,github,brand_dengan_kata_mencurigakan,1
http://g1thub.test,github,typo_brand,1
http://githubsecure.test,github,typo_brand,1
http://githublogin.test,github,typo_brand,1
http://ggithub.test,github,typo_brand,1
http://github.login-update.test,github,brand_sebagai_subdomain_palsu,1
http://google-login.test,google,brand_dengan_kata_mencurigakan,1
http://google-verify.test,google,brand_dengan_kata_mencurigakan,1
http://google-update.test,google,brand_dengan_kata_mencurigakan,1
http://google-account.test,google,brand_dengan_kata_mencurigakan,1
http://googlelogin.test,google,typo_brand,1
http://ggoogle.test,google,typo_brand,1
http://googlee.test,google,typo_brand,1
http://g00gle.test,google,typo_brand,1
http://google.login-update.test,google,brand_sebagai_subdomain_palsu,1
http://microsoft-login.test,microsoft,brand_dengan_kata_mencurigakan,1
http://microsoft-verify.test,microsoft,brand_dengan_kata_mencurigakan,1
http://microsoft-update.test,microsoft,brand_dengan_kata_mencurigakan,1
http://microsoft-account.test,microsoft,brand_dengan_kata_mencurigakan,1
http://mmicrosoft.test,microsoft,typo_brand,1
http://microsoftsecure.test,microsoft,typo_brand,1
http://microsoftt.test,microsoft,typo_brand,1
http://micr0s0ft.test,microsoft,typo_brand,1
http://microsoft.login-update.test,microsoft,brand_sebagai_subdomain_palsu,1
http://barclays-login.test,barclays,brand_dengan_kata_mencurigakan,1
http://barclays-verify.test,barclays,brand_dengan_kata_mencurigakan,1
http://barclays-update.test,barclays,brand_dengan_kata_mencurigakan,1
http://barclays-account.test,barclays,brand_dengan_kata_mencurigakan,1
http://barclayss.test,barclays,typo_brand,1
http://barclayslogin.test,barclays,typo_brand,1
http://b4rcl4ys.test,barclays,typo_brand,1
http://bbarclays.test,barclays,typo_brand,1
http://barclays.login-update.test,barclays,brand_sebagai_subdomain_palsu,1
http://deutsche-login.test,deutsche,brand_dengan_kata_mencurigakan,1
http://deutsche-verify.test,deutsche,brand_dengan_kata_mencurigakan,1
http://deutsche-update.test,deutsche,brand_dengan_kata_mencurigakan,1
http://deutsche-account.test,deutsche,brand_dengan_kata_mencurigakan,1
http://deutschee.test,deutsche,typo_brand,1
http://deutschelogin.test,deutsche,typo_brand,1
http://deutschesecure.test,deutsche,typo_brand,1
http://ddeutsche.test,deutsche,typo_brand,1
http://deutsche.login-update.test,deutsche,brand_sebagai_subdomain_palsu,1
http://hsbc-login.test,hsbc,brand_dengan_kata_mencurigakan,1
http://hsbc-verify.test,hsbc,brand_dengan_kata_mencurigakan,1
http://hsbc-update.test,hsbc,brand_dengan_kata_mencurigakan,1
http://hsbc-account.test,hsbc,brand_dengan_kata_mencurigakan,1
http://hhsbc.test,hsbc,typo_brand,1
http://hsbcsecure.test,hsbc,typo_brand,1
http://hsbclogin.test,hsbc,typo_brand,1
http://hsbcc.test,hsbc,typo_brand,1
http://hsbc.login-update.test,hsbc,brand_sebagai_subdomain_palsu,1
http://ing-login.test,ing,brand_dengan_kata_mencurigakan,1
http://ing-verify.test,ing,brand_dengan_kata_mencurigakan,1
http://ing-update.test,ing,brand_dengan_kata_mencurigakan,1
http://ing-account.test,ing,brand_dengan_kata_mencurigakan,1
http://ing.login-update.test,ing,brand_sebagai_subdomain_palsu,1
http://lloyds-login.test,lloyds,brand_dengan_kata_mencurigakan,1
http://lloyds-verify.test,lloyds,brand_dengan_kata_mencurigakan,1
http://lloyds-update.test,lloyds,brand_dengan_kata_mencurigakan,1
http://lloyds-account.test,lloyds,brand_dengan_kata_mencurigakan,1
http://lloydssecure.test,lloyds,typo_brand,1
http://ll0yds.test,lloyds,typo_brand,1
http://llloyds.test,lloyds,typo_brand,1
http://lloydslogin.test,lloyds,typo_brand,1
http://lloyds.login-update.test,lloyds,brand_sebagai_subdomain_palsu,1
http://santander-login.test,santander,brand_dengan_kata_mencurigakan,1
http://santander-verify.test,santander,brand_dengan_kata_mencurigakan,1
http://santander-update.test,santander,brand_dengan_kata_mencurigakan,1
http://santander-account.test,santander,brand_dengan_kata_mencurigakan,1
http://santanderr.test,santander,typo_brand,1
http://santandersecure.test,santander,typo_brand,1
http://s4nt4nder.test,santander,typo_brand,1
http://santanderlogin.test,santander,typo_brand,1
http://santander.login-update.test,santander,brand_sebagai_subdomain_palsu,1
http://spotify-login.test,spotify,brand_dengan_kata_mencurigakan,1
http://spotify-verify.test,spotify,brand_dengan_kata_mencurigakan,1
http://spotify-update.test,spotify,brand_dengan_kata_mencurigakan,1
http://spotify-account.test,spotify,brand_dengan_kata_mencurigakan,1
http://spotifylogin.test,spotify,typo_brand,1
http://spotifysecure.test,spotify,typo_brand,1
http://spot1fy.test,spotify,typo_brand,1
http://sp0tify.test,spotify,typo_brand,1
http://spotify.login-update.test,spotify,brand_sebagai_subdomain_palsu,1
http://sap-login.test,sap,brand_dengan_kata_mencurigakan,1
http://sap-verify.test,sap,brand_dengan_kata_mencurigakan,1
http://sap-update.test,sap,brand_dengan_kata_mencurigakan,1
http://sap-account.test,sap,brand_dengan_kata_mencurigakan,1
http://sap.login-update.test,sap,brand_sebagai_subdomain_palsu,1
http://bca-login.test,bca,brand_dengan_kata_mencurigakan,1
http://bca-verify.test,bca,brand_dengan_kata_mencurigakan,1
http://bca-update.test,bca,brand_dengan_kata_mencurigakan,1
http://bca-account.test,bca,brand_dengan_kata_mencurigakan,1
http://bca.login-update.test,bca,brand_sebagai_subdomain_palsu,1
http://klikbca-login.test,klikbca,brand_dengan_kata_mencurigakan,1
http://klikbca-verify.test,klikbca,brand_dengan_kata_mencurigakan,1
http://klikbca-update.test,klikbca,brand_dengan_kata_mencurigakan,1
http://klikbca-account.test,klikbca,brand_dengan_kata_mencurigakan,1
http://klikbcalogin.test,klikbca,typo_brand,1
http://kl1kbca.test,klikbca,typo_brand,1
http://klikbcaa.test,klikbca,typo_brand,1
http://klikbcasecure.test,klikbca,typo_brand,1
http://klikbca.login-update.test,klikbca,brand_sebagai_subdomain_palsu,1
http://bni-login.test,bni,brand_dengan_kata_mencurigakan,1
http://bni-verify.test,bni,brand_dengan_kata_mencurigakan,1
http://bni-update.test,bni,brand_dengan_kata_mencurigakan,1
http://bni-account.test,bni,brand_dengan_kata_mencurigakan,1
http://bni.login-update.test,bni,brand_sebagai_subdomain_palsu,1
http://bri-login.test,bri,brand_dengan_kata_mencurigakan,1
http://bri-verify.test,bri,brand_dengan_kata_mencurigakan,1
http://bri-update.test,bri,brand_dengan_kata_mencurigakan,1
http://bri-account.test,bri,brand_dengan_kata_mencurigakan,1
http://bri.login-update.test,bri,brand_sebagai_subdomain_palsu,1
